ID,"Gene Symbol","Expert Panel",Curator,"Disease Entity","Uploaded Date","Precuration Date","Disease entity assigned Date","Precuration Complete Date","Curation Provisional Date","Curation Approved Date","Recuration assigned Date","Retired Assignment Date","Published Date",Classification,Created,"GCI UUID"
4116,DDX41,"Hereditary Cancer GCEP","Xi Luo",MONDO:0014809,,,,2020-06-16,2020-07-30,2020-07-30,,,2020-07-30,Definitive,"2020-07-05 18:22:11",4a0a169b-259d-465b-827e-33e8299271ab
8207,DICER1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0100216,2023-07-05,,,,,,,,,,"2023-07-05 14:08:19",78dccb4f-a013-40de-9b81-9e8102786876
312,DIS3L2,"Hereditary Cancer GCEP","Xi Luo",MONDO:0009965,,,,,,,,,2019-11-21,Definitive,"2018-10-05 17:32:12",0ff290ca-3dac-4ee2-a8e9-9485b0b30bfc
313,DKC1,"Hereditary Cancer GCEP","Xi Luo",MONDO:0010584,2018-10-05,,,,2021-06-15,2021-06-15,,,2021-06-15,Definitive,"2018-10-05 17:32:12",2087b706-dfb3-4b16-9d31-10ef4806c55f
314,EGFR,"Hereditary Cancer GCEP",,MONDO:0005233,2018-10-05,,,,2020-07-30,2020-07-30,,,2021-07-30,Definitive,"2018-10-05 17:32:12",5d4f0515-a4b3-4392-8932-24ec9dc172bc
315,ELANE,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0001475,,,,2020-04-06,2020-05-14,2020-05-14,,,2020-05-14,Definitive,"2018-10-05 17:32:12",e8b35a4e-b551-491e-a46b-dd408dad26f5
1861,ENG,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0017380,2018-11-14,,,,,2022-12-30,,,2022-12-30,,"2018-11-14 09:13:50",26526dcb-c229-4a3d-88ed-af150d0c6a1a
1799,EPCAM,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0005835,2018-11-14,,,,2022-06-20,2022-06-20,,,2022-06-20,Definitive,"2018-11-14 08:58:57",ab306431-8735-45a3-a6f3-3ae8803da293
1862,EPCAM,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2018-11-14,,,,2023-12-21,2023-12-21,,,2023-12-21,Refuted,"2018-11-14 09:13:50",37db891a-59a0-4420-9b69-02c3984375bf
1884,EPHX1,"Hereditary Cancer GCEP",,,2018-11-14,,,,,,,,,,"2018-11-14 09:13:51",
316,ERCC2,"Hereditary Cancer GCEP","Xi Luo",MONDO:0010212,,,,,,2018-11-02,,,2019-04-19,Definitive,"2018-10-05 17:32:12",5b88bb21-ab80-485a-863b-6b6d3d81ffc9
317,ERCC3,"Hereditary Cancer GCEP","Xi Luo",MONDO:0012531,,,,,,2018-11-02,,,2019-04-19,Definitive,"2018-10-05 17:32:12",5c06a8e7-cc80-45d3-b620-c6bdc13a034a
318,ERCC4,"Hereditary Cancer GCEP","Xi Luo",MONDO:0010215,,,,,,2018-11-02,,,2019-04-19,Definitive,"2018-10-05 17:32:12",62361a67-1f9f-4cab-b93d-34669ae26095
319,ERCC5,"Hereditary Cancer GCEP","Xi Luo",MONDO:0010216,,,,,,2018-11-02,,,2019-04-19,Definitive,"2018-10-05 17:32:12",a2ee6217-7316-417a-9118-6986a49acf83
8440,EXO1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0005835,2023-12-20,,,,2023-12-21,2023-12-20,,,2023-12-21,Refuted,"2023-12-20 19:33:32",3eca4d4d-2707-4f69-a6e5-12bab0815de2
320,EXT1,"Hereditary Cancer GCEP","Xi Luo",MONDO:0007585,,,,,,,,,2018-06-04,Definitive,"2018-10-05 17:32:12",16907bce-97d6-4595-84c4-cc1d2e9446c8
321,EXT2,"Hereditary Cancer GCEP","Xi Luo",MONDO:0007586,,,,,,,,,2018-12-21,Definitive,"2018-10-05 17:32:12",c9661414-fcea-43de-a313-d18317c527be
322,FANCA,"Hereditary Cancer GCEP","Xi Luo",MONDO:0009215,,,,,,,,,2019-04-19,Definitive,"2018-10-05 17:32:12",70fe0086-3ac7-446b-808b-3087d9c30a00
6695,FANCB,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0010351,2022-05-11,,,,,2022-12-30,,,2022-12-30,,"2022-05-11 17:04:04",8f2d7330-4f64-46cd-8a01-9df10bbc1f04
323,FANCC,"Hereditary Cancer GCEP","Xi Luo",MONDO:0009213,,,,,,,,,2019-04-19,Definitive,"2018-10-05 17:32:12",e31a02c5-b59a-4e19-953b-4378d27487c2
8028,FANCD2,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0009214,2023-05-12,,,,,,,,,,"2023-05-12 14:36:41",0fef8377-bc87-4eb3-826a-038f1520bdf2
4113,FANCE,"Hereditary Cancer GCEP",,MONDO:0010953,,,,,2020-05-14,2020-05-14,,,2020-05-14,Definitive,"2020-07-05 18:14:23",4469ccec-b8ae-4e2d-84dc-d468775361cd
4114,FANCF,"Hereditary Cancer GCEP","Xi Luo",MONDO:0011325,,,,,2021-02-03,2021-02-03,,,2021-02-03,Definitive,"2020-07-05 18:17:11",ee6ec3dc-0647-4038-9324-b894d479d662
324,FANCG,"Hereditary Cancer GCEP","Xi Luo",MONDO:0013565,,,,,,,,,2019-04-19,Definitive,"2018-10-05 17:32:12",0ceb669a-8e63-4e39-9e0e-e051714464b1
8029,FANCI,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0012186,2023-05-12,,,,,,,,,,"2023-05-12 14:43:11",3dea9528-f27a-44ef-bc7d-3c45027257cc
4115,FANCL,"Hereditary Cancer GCEP","Xi Luo",MONDO:0013566,,,,,2020-07-30,2020-07-30,,,2020-07-30,Definitive,"2020-07-05 18:20:05",6c76950f-092d-4e04-b83e-bdc63690d25e
325,FH,"Hereditary Cancer GCEP","Xi Luo",MONDO:0007888,,,,,2020-05-14,2020-05-14,,,2020-05-14,Definitive,"2018-10-05 17:32:12",ca78c869-d67c-40c8-8c70-fcc52a4d4744
326,FLCN,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0007607,,,,,,,,,2019-04-19,Definitive,"2018-10-05 17:32:12",1c738f37-2c01-48ed-afd5-1402d20be9fa
327,GATA2,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0042982,,,,,2022-12-31,2022-12-30,,,2022-12-31,Definitive,"2018-10-05 17:32:13",d749b7ef-0b72-427c-8286-74bca51c6a05
3946,GATA2,"Hereditary Cancer GCEP","Xi Luo",MONDO:0013540,2020-03-31,,,,,,,,,,"2020-03-31 14:59:00",ba6b8443-4a28-499d-8cb9-db9d77663410
1800,GEN1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2018-11-14,,,,2023-12-21,2023-12-21,,,2023-12-21,Refuted,"2018-11-14 08:58:57",6a4ad569-ea16-4a1a-abe5-489f3202d9ba
7137,GREM1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0011023,2022-06-20,,,,,2022-06-20,,,2022-06-20,Definitive,"2022-06-20 16:18:45",58060937-c6a6-485b-9c32-3e2a0ab1e8ed
7120,HOXB13,"Hereditary Cancer GCEP","Sheng-An Yang",,2022-06-07,,,,,,,,,,"2022-06-07 15:11:36",
328,ITK,"Hereditary Cancer GCEP","Xi Luo",MONDO:0013081,,,,,,,,,2019-11-21,Definitive,"2018-10-05 17:32:13",d3923502-6b5d-4bb4-951b-fadeecbac08e
329,KIT,"Hereditary Cancer GCEP","Xi Luo",MONDO:0011719,,,,,,,,,2020-01-14,Definitive,"2018-10-05 17:32:13",60632b6b-75bb-4e35-899e-682c37543a09
8031,MAX,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0017366,2023-05-12,,,,,,,,,,"2023-05-12 14:54:52",6ae8a3bc-d973-4114-b221-af842a98aba6
8428,MCPH1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016248,2023-12-16,,,,,,,,,,"2023-12-16 00:33:20",7170662b-4ec1-4e8e-bd54-f01578655b18
8429,MCPH1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2023-12-16,,,,,,,,,,"2023-12-16 00:38:30",bde9e889-5f7c-4291-8f28-85bf14880d53
362,MEN1,"Hereditary Cancer GCEP","Courtney Thaxton",MONDO:0007540,,,,,2021-01-11,2020-05-14,,,2021-01-11,Definitive,"2018-10-08 19:56:10",f4aa4e77-0d27-44a5-a92a-1af9fc4c7068
330,MET,"Hereditary Cancer GCEP","Xi Luo",MONDO:0017884,,,,,,,,,2018-10-11,Definitive,"2018-10-05 17:32:13",b8ded9ed-5b02-46e2-8e9f-63fe22e8bc8f
331,MLH1,"Hereditary Cancer GCEP","Xi Luo",MONDO:0010159,,,,,,,,,2018-10-09,Definitive,"2018-10-05 17:32:13",9dec4293-f0f7-4de9-bda8-6aab043aac54
7972,MLH1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2023-05-01,,,,2023-12-21,2023-12-21,,,2023-12-21,Refuted,"2023-05-01 16:44:51",870b4790-c435-454b-9703-c8c268f066f4
1802,MLH1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0005835,2018-11-14,,,,2022-06-20,2022-06-20,,,2022-06-20,Definitive,"2018-11-14 08:58:57",0a2ec9d0-e0ee-4de9-8ba8-ac9b58e6c3a9
7140,MLH3,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0013725,2022-06-20,,,,2022-06-20,2022-06-20,,,2022-06-20,Moderate,"2022-06-20 17:42:03",981c47f7-74ed-4cea-8df4-6d8df4bd0383
1803,MRE11,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2018-11-14,,,,2023-03-14,2023-03-14,,,2023-03-14,Refuted,"2018-11-14 08:58:57",65ccd434-1db3-4ab6-855f-3316a1ef2004
8314,MRE11,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016248,2023-10-01,,,,,,,,,,"2023-10-01 12:09:36",
8340,MRE11,"Hereditary Cancer GCEP",,MONDO:0024557,2023-10-24,,,,,,,,,,"2023-10-24 14:18:46",12893696-0c75-4281-9b00-36516dc3d13a
7820,MSH2,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2023-02-03,,,,2023-03-14,2023-03-14,,,2023-03-14,Refuted,"2023-02-03 17:25:56",47503d95-0368-4686-9953-27252731a518
332,MSH2,"Hereditary Cancer GCEP","Xi Luo",MONDO:0010159,,,,,,,,,2018-10-09,Definitive,"2018-10-05 17:32:13",eca7be84-0b23-48a8-a7c1-93e10e7b6cda
1804,MSH2,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0005835,2018-11-14,,,,2022-06-20,2022-06-20,,,2022-06-20,Definitive,"2018-11-14 08:58:57",4cf21a12-3f9c-422c-a906-8a832da1ad3c
7141,MSH3,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0018812,2022-06-20,,,,,,,,2022-06-20,,"2022-06-20 17:50:40",ee1a37bd-11a8-4e4c-880b-5abec2f22bd7
1805,MSH6,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0005835,2018-11-14,,,,2023-07-06,2023-07-05,,,2023-07-06,Definitive,"2018-11-14 08:58:57",6a7abd14-4a63-4f14-b248-8a236e513609
8442,MSH6,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2023-12-21,,,,2023-12-21,2023-12-21,,,2023-12-21,Disputed,"2023-12-21 14:36:39",f67feb58-4bc3-496e-9d00-ad88ab2aa2fa
333,MSH6,"Hereditary Cancer GCEP","Xi Luo",MONDO:0010159,,,,,,,,,2018-10-09,Definitive,"2018-10-05 17:32:13",059f7868-5e5e-405c-9679-511d1e9bd688
334,MTAP,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0007205,2018-10-05,,,,,,,,,,"2018-10-05 17:32:13",82a790c9-0cb4-4f02-b025-7dfb3903df52
1806,MUTYH,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0012041,2018-11-14,,,,2022-06-20,2022-06-20,,,2022-06-20,Definitive,"2018-11-14 08:58:57",4d3a6ba9-10e6-4ae7-bdbf-8617431654b2
1807,MUTYH,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0005575,2018-11-14,,,,,,,,,,"2018-11-14 08:58:57",c6bddaee-7f7b-4f49-ab0f-9a6b821e5a04
8033,MUTYH,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2023-05-12,,,,2023-12-21,2023-12-21,,,2023-12-21,Refuted,"2023-05-12 17:38:11",b03d69df-7409-447a-bc71-0b27a6257f56
8038,MUTYH,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2023-05-15,,,,2023-12-21,2023-12-21,,,2023-12-21,Disputed,"2023-05-15 16:37:49",0a982d1b-a9d3-44ad-8fa7-6d3ab0ae4583
8039,MUTYH,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016248,2023-05-15,,,,2023-12-21,2023-12-20,,,2023-12-21,Disputed,"2023-05-15 16:38:49",843817f8-2e08-47fc-95d1-8019e6fb8f88
8040,MUTYH,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016248,2023-05-15,,,,2023-12-21,2023-12-20,,,2023-12-21,Disputed,"2023-05-15 16:39:26",ff3e4b2c-0c49-4bd6-964e-38b6b6004c04
335,NBN,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0009623,,,,,2022-06-21,2022-06-21,,,2022-06-21,"No Known Disease Relationship","2018-10-05 17:32:13",f62206b1-bd5d-49a9-96ab-958f2de43ec8
7956,NBN,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2023-03-14,,,,,,,,2023-03-14,,"2023-03-14 15:16:56",8d69cb17-6864-4a3c-b056-f3005685df07
8430,NF1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016248,2023-12-16,,,,,,,,,,"2023-12-16 00:41:55",7104615d-582b-4cd8-89f8-3892ae0a24cb
8406,NFKBIZ,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0005835,2023-12-11,,,,,,,,,,"2023-12-11 11:47:50",b6a12b51-41e3-4208-8fc3-0f6314783c70
7420,NTHL1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0100502,2022-12-30,,,,,2022-12-30,,,2022-12-30,,"2022-12-30 16:37:55",84115af9-7a3e-4414-9c41-c81c0af6f59d
336,PALB2,"Hereditary Cancer GCEP","Xi Luo",MONDO:0012565,,,,,,,,,2019-08-18,Definitive,"2018-10-05 17:32:13",c0f6bb41-b6ae-4d18-a772-e382df355301
1810,PALB2,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0007254,2018-11-14,,,,,,,,,,"2018-11-14 08:58:57",fb6c91f5-52f7-4fd5-abb8-95eb39ad0d14
337,PDGFRA,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0011719,,,,,,,,,2020-01-13,Definitive,"2018-10-05 17:32:13",b158b907-8a6e-46b0-accf-7a51fbacff6b
338,PHOX2B,"Hereditary Cancer GCEP","Xi Luo",MONDO:0800026,,,,,2022-12-31,2022-12-30,,,2022-12-31,Definitive,"2018-10-05 17:32:13",7bc2c86a-9435-4ba5-9f0d-7bf9d18261d5
7422,PHOX2B,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0020493,2022-12-30,,,,,,,,,,"2022-12-30 19:21:12",9eac6c77-e3e2-4069-8c17-7d1e47d5208a
1811,PIK3CA,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2018-11-14,,,,2023-12-21,2023-12-21,,,2023-12-21,Refuted,"2018-11-14 08:58:57",11a5de5f-5508-4f35-bcfe-07661df91ce4
7971,PMS1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0005835,2023-05-01,,,,2023-12-21,2023-12-20,,,2023-12-21,Refuted,"2023-05-01 16:39:47",bcf2b882-1caa-4cbb-a10a-b3474c01689a
339,PMS2,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0010159,,,,,2022-12-30,2022-12-30,,,2022-12-30,Definitive,"2018-10-05 17:32:13",409fc24a-1912-49b8-b2c8-85ead95b492a
8004,PMS2,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2023-05-05,,,,2023-12-21,2023-12-21,,,2023-12-21,Disputed,"2023-05-05 18:54:09",d97a49b5-7378-487d-964f-2e09bfe05933
1812,PMS2,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0005835,2018-11-14,,,,2022-12-30,2022-12-30,,,2022-12-30,Definitive,"2018-11-14 08:58:57",e5061525-e2bc-4aec-b866-188938b7620b
1874,POLD1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0100351,2018-11-14,,,,,,,,,,"2018-11-14 09:13:50",e014e1bb-4c44-40df-a12f-237ced899fc4
1875,POLE,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0100287,2018-11-14,,,,,,,,,,"2018-11-14 09:13:50",baa12351-0dc1-4461-b170-32c156af360b
340,POLH,"Hereditary Cancer GCEP","Xi Luo",MONDO:0010214,,,,,,,,,2018-11-02,Definitive,"2018-10-05 17:32:13",d96f1560-a310-42a4-8df7-b3403fdfd550
341,PRKAR1A,"Hereditary Cancer GCEP",,MONDO:0008057,,,,,,,,,2018-12-21,Definitive,"2018-10-05 17:32:13",107376bf-c2cb-43bc-aef5-24b519ebd176
342,PRSS1,"Hereditary Cancer GCEP","Xi Luo",MONDO:0008185,,,,,2020-07-30,2020-07-30,,,2020-07-30,Definitive,"2018-10-05 17:32:13",ac20adb9-f6d9-4837-a047-769225ab9ed9
343,PTCH1,"Hereditary Cancer GCEP","Xi Luo",MONDO:0007187,,,,,,,,,2018-06-04,Definitive,"2018-10-05 17:32:13",57cd4d37-83ba-4ba1-bdf5-fa70840e4508
1595,PTCH2,"Hereditary Cancer GCEP",,MONDO:0007187,,,,,,,,,2018-10-12,Limited,"2018-10-25 16:34:12",d3d08594-fb37-414f-bc40-4c6071fddb45
1813,PTEN,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0017623,2018-11-14,,,,,,,,,,"2018-11-14 08:58:57",1fcd4927-5557-4d07-84ba-4a1cba6d13f6
1814,RAD50,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2018-11-14,,,,2023-03-14,2023-03-14,,,2023-03-14,Refuted,"2018-11-14 08:58:57",0315e4de-97f5-4128-8074-f4d21e3d6fbc
1815,RAD51C,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016248,2018-11-14,,,,2023-12-21,2023-12-20,,,2023-12-21,Definitive,"2018-11-14 08:58:57",058a65d0-b7ba-4426-89f9-43ad335f1895
1901,RAD51C,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0013248,2018-11-14,,,,2023-12-21,2023-12-20,,,2023-12-21,Limited,"2018-11-14 09:39:49",7ae62719-760a-42af-9613-63728e776599
344,RAD51C,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2018-10-05,,,,,,,,,,"2018-10-05 17:32:13",f163187b-7d34-41f3-89f1-557180587878
1816,RAD51D,"Hereditary Cancer GCEP",,MONDO:0016248,2018-11-14,,,2023-07-28,2023-12-21,2023-12-20,,,2023-12-21,Definitive,"2018-11-14 08:58:57",59f6765f-1673-419c-8096-c0490d69a576
8048,RAD51D,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2023-05-18,,,,,,,,,,"2023-05-18 10:45:08",e06b0aed-0902-4ec3-9d51-33dbb00dcf46
364,RB1,"Hereditary Cancer GCEP","Courtney Thaxton",MONDO:0008380,,,,,2020-07-30,2020-07-30,,,2020-07-30,Definitive,"2018-10-08 19:56:10",e667325a-f592-43cf-82d0-49df58769369
8431,RECQL,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016248,2023-12-16,,,,,,,,,,"2023-12-16 00:48:09",cf2c2ba2-f349-42f7-9ddd-1363a0039d5d
1817,RECQL,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2018-11-14,,,,2023-03-13,2023-03-13,,,2023-03-13,Disputed,"2018-11-14 08:58:57",fe59370b-263d-477f-8a5a-7f3148b6c1bf
345,RECQL4,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0010002,,,,,,,,,2018-10-11,Definitive,"2018-10-05 17:32:13",5ed6e2d0-a9a2-4dd7-be4d-c3e6e0b63e62
346,RHBDF2,"Hereditary Cancer GCEP",,MONDO:0007856,2020-04-06,,,,2020-07-30,2020-07-30,,,2020-07-30,Definitive,"2018-10-05 17:32:13",9eb322a2-175a-4b00-bf98-031d71e62125
7819,RINT1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2023-02-03,,,,2023-03-14,2023-03-14,,,2023-03-14,Refuted,"2023-02-03 17:23:35",51eb42fc-8552-457e-999f-b9efe4b6f8e0
8432,RINT1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016248,2023-12-16,,,,,,,,,,"2023-12-16 00:49:43",b0ab8dcf-c0b4-4228-80d1-3905854d1cd4
7421,RNF43,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0014919,2022-12-30,,,,,2022-12-30,,,2022-12-30,,"2022-12-30 16:53:29",3c875f40-edee-45d2-bc38-5199c057bbcc
3690,ROBO2,"Hereditary Cancer GCEP","Xi Luo",MONDO:0012573,2020-03-10,,,2020-04-06,,,,,,Limited,"2020-03-10 12:18:25",7c4acb39-dce3-4601-98df-9736d21cd6e0
8423,RPS20,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0005835,2023-12-15,,,,,,,,,,"2023-12-15 19:04:50",db91d094-9e87-4e34-a213-0113f01365e8
347,RUNX1,"Hereditary Cancer GCEP","Xi Luo",MONDO:0011071,,,,,,,,,2018-06-04,Definitive,"2018-10-05 17:32:13",1b276bd7-5045-4df1-9c31-4d4c8dcdcd4a
348,SBDS,"Hereditary Cancer GCEP","Xi Luo",MONDO:0009833,,,,,2020-07-30,2020-07-30,,,2020-07-30,Definitive,"2018-10-05 17:32:13",300452d9-1939-4ef4-8043-85b00e94ff1a
349,SDHA,"Hereditary Cancer GCEP","Xi Luo",MONDO:0017366,2018-10-05,,,,2021-06-17,2021-06-17,,,2021-06-17,Definitive,"2018-10-05 17:32:13",b38fd6d6-459c-425c-bc00-705a71c2b7f0
8032,SDHAF2,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0017366,2023-05-12,,,,,,,,,,"2023-05-12 14:56:41",06adbf7a-99eb-4f5b-a792-81f95457f8d8
8036,SDHB,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0017366,2023-05-15,,,,,,,,2021-06-17,,"2023-05-15 15:49:21",2a19b3ab-f264-404e-a0e4-29d2010a05d1
8037,SDHC,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0017366,2023-05-15,,,,,,,,,,"2023-05-15 15:53:21",04b80dbc-3abe-4720-b9ec-1219f06f13ba
8041,SDHD,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0017366,2023-05-15,,,,,,,,,,"2023-05-15 17:16:51",225bbf8f-f5f9-4a78-8b39-a729f44d3fc2
8424,SEMA4A,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0005835,2023-12-15,,,,,,,,,,"2023-12-15 19:08:36",b7f89f2c-a8f1-4437-bf80-ef9ed676f86f
8338,SLX4,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0013499,2023-10-20,,,,,,,,,,"2023-10-20 16:20:43",1be245ef-1f3c-4fa9-8141-95a36f17936c
1819,SLX4,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016419,2018-11-14,2022-12-09,,,2023-12-21,2023-12-21,,,2023-12-21,Refuted,"2018-11-14 08:58:57",972b5d64-0584-4e58-aec8-487b41564971
1877,SMAD4,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0008278,2018-11-14,,,,,,,,,,"2018-11-14 09:13:50",6189bdf4-8751-4ac1-a7d8-b159d3dfb92f
8408,SMARCA4,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0005835,2023-12-11,,,,,,,,,,"2023-12-11 12:14:20",8c95746b-799e-4723-8a3e-d04c1c15d9ed
350,SMARCA4,"Hereditary Cancer GCEP","Xi Luo",MONDO:0013224,,,,,,,,,2018-06-29,Definitive,"2018-10-05 17:32:13",f1fc0c8a-90bc-4274-8187-ed756c2278a8
351,SMARCB1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0012252,,,,,,,,,2018-10-12,Definitive,"2018-10-05 17:32:13",ec460e1e-0024-4310-b4dc-1aea476fd139
352,SMARCE1,"Hereditary Cancer GCEP","Xi Luo",MONDO:0011789,,,,,2020-07-30,2020-07-30,,,2020-07-30,Definitive,"2018-10-05 17:32:13",fac9a349-646b-4c6e-9294-f62c0b6c4cdf
1820,STK11,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0008280,2018-11-14,,,,2023-12-20,2023-12-20,,,2023-12-20,Definitive,"2018-11-14 08:58:57",48f788db-a9ae-4fc0-b1b4-4c1aebdceb3e
353,SUFU,"Hereditary Cancer GCEP",,MONDO:0007959,,,,,,,,,2018-10-11,Definitive,"2018-10-05 17:32:13",98407e9c-2982-4910-bdba-be75766f98fc
354,TERT,"Hereditary Cancer GCEP",,MONDO:0013521,,,,,2020-07-30,2020-07-30,,,2020-07-30,Definitive,"2018-10-05 17:32:13",83b58530-f612-41b3-9f92-dbcb12568004
355,TGFBR1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0007566,,,,,,,,,2019-12-20,Definitive,"2018-10-05 17:32:13",81ce8e16-ddec-4b60-a182-7d43fdd3ae91
8030,TMEM127,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0017366,2023-05-12,,,,,,,,,,"2023-05-12 14:52:16",11c8adc0-7973-4553-a480-e60b80895ce6
8433,TP53,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016248,2023-12-16,,,,,,,,,,"2023-12-16 00:54:59",82254eb1-5589-4396-96af-fe1ec66bd2b5
360,TP53,"Hereditary Cancer GCEP",,MONDO:0007903,,,,,2020-05-14,2020-05-14,,,2020-05-14,Definitive,"2018-10-08 19:56:09",45d58554-8fee-4204-b5e7-2117004c1c5f
361,VHL,"Hereditary Cancer GCEP","Courtney Thaxton",MONDO:0008667,,,,,2020-05-14,2020-05-14,,,2020-05-14,Definitive,"2018-10-08 19:56:10",0057caed-b37d-41d7-bd79-1e9e19b3c1ef
356,WAS,"Hereditary Cancer GCEP",,MONDO:0010518,,,,,,,,,2018-10-12,Definitive,"2018-10-05 17:32:13",b95fa5d5-3058-4d11-93c3-73eb219e48a2
357,WRN,"Hereditary Cancer GCEP","Xi Luo",MONDO:0010196,,,,,,,,,2018-10-09,Definitive,"2018-10-05 17:32:13",926d904d-330a-424f-969a-af72095b4eb6
367,WT1,"Hereditary Cancer GCEP",,MONDO:0008679,,,,,2020-07-30,2020-07-30,,,2020-07-30,Definitive,"2018-10-08 19:56:10",f56e1ae5-9a69-4144-9b3b-5b1d3f7b42d6
8042,WT1,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0008682,2023-05-15,,,,,,,,,,"2023-05-15 17:19:53",d6a2161e-5484-4213-b889-361ab8dc362b
358,XPA,"Hereditary Cancer GCEP","Xi Luo",MONDO:0010210,,,,,,,,,2018-11-02,Definitive,"2018-10-05 17:32:13",3195177b-32e5-4c11-85bd-fe59f2e391ae
359,XPC,"Hereditary Cancer GCEP","Xi Luo",MONDO:0010211,,,,,,,,,2018-11-02,Definitive,"2018-10-05 17:32:13",4e6699a2-3699-456b-9860-bafe2b247382
8434,XRCC2,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0016248,2023-12-16,,,,,,,,,,"2023-12-16 00:57:19",76e43944-652e-4c6e-9521-094851e23efc
